gene_set,AUROC,within_AUROC
random_366,0.8559425516434153,0.8141982636713746
random_367,0.8697352187529658,0.8427427312809387
random_368,0.8937205403182437,0.8569122621584766
random_369,0.8588782385878333,0.8296076487339437
random_370,0.8681408370503938,0.830264865870415
random_371,0.873075828034545,0.8426468374243501
random_372,0.8362785106450287,0.799934122296078
random_373,0.8613773686374996,0.8272595778751641
random_374,0.8590996804909683,0.8228749302154653
random_375,0.8806111796526526,0.8481740894917946
random_376,0.8722027142450413,0.8356142249859375
random_377,0.8620796558160134,0.8256594256144408
random_378,0.864192844263073,0.8339307585284019
random_379,0.8527031729461263,0.8128502896774039
random_380,0.8605991585207681,0.8198110021266486
random_381,0.8613457340799089,0.8230914963364049
random_382,0.859169276517668,0.8167352562269762
random_383,0.9006611622536459,0.874016663933391
random_384,0.8544620543481699,0.8135828986338237
random_385,0.8743095757805827,0.8325564461478948
random_386,0.8750118629590965,0.8409731299550671
random_387,0.8580304324444022,0.827161607055506
random_388,0.8403150801936035,0.8027380676479763
random_389,0.8727531555471196,0.8395756354391752
random_390,0.8777640694694885,0.8539016094401232
random_391,0.8767011483344406,0.8472217264206343
random_392,0.8805921989180981,0.8427238663232235
random_393,0.8562146088386954,0.8180582432168227
random_394,0.8516402518110784,0.8085417049969106
random_395,0.8826990604536396,0.8576039395908122
random_396,0.8830470405871373,0.8527354238320659
random_397,0.8892600676979533,0.8572551600272804
random_398,0.8811110056625858,0.8457909053183607
random_399,0.879877257916548,0.8428703690663838
random_400,0.8817183891683275,0.8501308257862152
random_401,0.8815981778494828,0.8506212830201811
random_402,0.8462750308436936,0.8073590851016329
random_403,0.817860871215716,0.7716485173161326
random_404,0.8775932428584986,0.8497049175575786
random_405,0.8829774445604378,0.8566574899570288
random_406,0.8475214324127677,0.811517022189395
random_407,0.8622061940463762,0.8308802626506151
random_408,0.8417196545506311,0.799037814460357
random_409,0.8803138148112999,0.8447032677814037
random_410,0.8340008224984974,0.8011656731797846
random_411,0.8738919996203853,0.8428655077127242
random_412,0.8421435576223466,0.7998553882946968
random_413,0.8916642940748474,0.8626399181539705
random_414,0.8630223656322167,0.8324186140283364
random_415,0.8574040682041062,0.8216904782470836
random_416,0.8317927303786656,0.7943754845581564
random_417,0.8996362025877068,0.878204399495821
random_418,0.8814463319730473,0.845638752155585
random_419,0.8878681471639619,0.855222460519886
random_420,0.8965866312359622,0.8623193498692973
random_421,0.8477428743159027,0.8085486387753557
random_422,0.8726139634937206,0.8405676239968387
random_423,0.8234348802631996,0.7787329721168309
random_424,0.9021543133719275,0.8645638176292698
random_425,0.8551516877036475,0.8254855777458582
random_426,0.8906583151434627,0.8599525092807501
random_427,0.8708993704723039,0.8426131933988065
random_428,0.8523615197241466,0.8157481607656214
random_429,0.8486729303090697,0.8070455367594541
random_430,0.8866723608870329,0.8648277275428289
random_431,0.8752396317737496,0.8486100922883127
random_432,0.8762582645281706,0.8468650380824208
random_433,0.8747144981177438,0.8437590084791041
random_434,0.8356584733162506,0.8090411638958228
random_435,0.8963778431558634,0.861302891279135
random_436,0.8461421657018127,0.8116292641691546
random_437,0.872810097750783,0.8472800672155049
random_438,0.929056341147069,0.9042592591616208
random_439,0.8357280693429502,0.7909056015630687
random_440,0.8906519882319446,0.8695445753677756
random_441,0.8993894530384993,0.8740908177393409
random_442,0.9015216222201132,0.8516495412807327
random_443,0.8581822783208377,0.827488242965188
random_444,0.875967226598336,0.8496541272790098
random_445,0.8565246275030843,0.8206598301225847
random_446,0.8811299863971402,0.8470875221790216
random_447,0.874145076081111,0.8387751262320956
random_448,0.8819904463636076,0.8463686175279621
random_449,0.8537344595235835,0.8214507299907594
random_450,0.915371231533327,0.8866189791355586
random_451,0.8386447755528139,0.7966573874731483
random_452,0.8743475372496916,0.8478805624955643
random_453,0.8597893138464459,0.8250432397682853
random_454,0.859131315048559,0.826284749172708
random_455,0.8789218942773085,0.8489336535726077
random_456,0.852108443263421,0.8212998647250979
random_457,0.8539369206921641,0.8246045115281911
random_458,0.8565689158837113,0.8202321986509734
random_459,0.8855335168137674,0.8558664903226227
random_460,0.8765999177501502,0.829165210990139
random_461,0.8802252380500458,0.8482805495430581
random_462,0.8777767232925248,0.8454106902012358
random_463,0.870057891240391,0.8404739658165657
random_464,0.899022492170447,0.8611253520473083
random_465,0.872101483660751,0.8375832507180081
random_466,0.853842017019392,0.818880297480362
random_467,0.8652873999557116,0.8373000631669539
