task,model_a,model_b,metric,a,b,diff,lo,hi,p,lo90,hi90,equivalent
alt,RF (panel),LR (panel),AUPRC,0.7881852871761652,0.7726765962639995,0.016900080838511897,-0.024085653794348724,0.06200548323438105,0.456,-0.017508945680743515,0.05388405332275755,False
alt,GBM (panel),LR (panel),AUROC,0.9136692923349466,0.9086457245895416,0.004884723672139445,-0.008017304103002101,0.018704248521084463,0.502,-0.005829616272816462,0.016694821422922303,True
alt,GBM (panel),LR (panel),within_AUROC,0.8786056562999622,0.8729689693220991,0.005659527139377121,-0.014407297061536168,0.02723753477065902,0.596,-0.011590659921873386,0.023456651218602922,False
alt,GBM (panel),LR (panel),AUPRC,0.768628412862306,0.7726765962639995,-0.0018798634712236554,-0.04170487101376214,0.0398804247554148,0.89,-0.03595650840457089,0.033545026707036726,False
alt,MLP (panel),LR (panel),AUROC,0.9151814241877827,0.9086457245895416,0.006303653791401728,-0.0020186011198632474,0.01524200436556892,0.164,-0.0007642909113916072,0.014033406092815837,True
alt,MLP (panel),LR (panel),within_AUROC,0.8764575903043054,0.8729689693220991,0.0030947693041751324,-0.00973653608592922,0.015968975573515044,0.652,-0.007754633886692402,0.01352111406203682,True
alt,MLP (panel),LR (panel),AUPRC,0.7798204478270759,0.7726765962639995,0.0066299591594073315,-0.01880676321234767,0.03291290107061811,0.604,-0.015040812633704614,0.028019439886690607,False
alt,MLP tuned (panel),MLP (panel),AUROC,0.9199519154724621,0.9151814241877827,0.004913580715573692,0.0010434658821296323,0.008953212489323358,0.008,0.0016377210464711244,0.008427446142165729,True
alt,MLP tuned (panel),MLP (panel),within_AUROC,0.8795414263706564,0.8764575903043054,0.0032967567640269316,-0.0027766689317516246,0.009302341671519625,0.276,-0.001791176313467352,0.008066577801519153,True
alt,MLP tuned (panel),MLP (panel),AUPRC,0.7897128423291978,0.7798204478270759,0.009962720780400105,-0.001031034649745582,0.021250849858722044,0.076,0.0006989631538293852,0.01931747083480348,True
alt,Elastic net (panel),LR (panel),AUROC,0.908266109898453,0.9086457245895416,-0.0004186643889785204,-0.0045999810192654585,0.004043054632880988,0.864,-0.003975831198000756,0.003436461991079014,True
alt,Elastic net (panel),LR (panel),within_AUROC,0.8724545318228948,0.8729689693220991,-0.00044678602719247165,-0.0065470502314265155,0.0055214886185193345,0.89,-0.005661988473165042,0.004588953368368935,True
alt,Elastic net (panel),LR (panel),AUPRC,0.7725892178898358,0.7726765962639995,-0.00010501928978534713,-0.009884165449091828,0.009565524062368337,0.976,-0.008221786559682264,0.007936384593231649,True
alt,Linear SVM (panel),LR (panel),AUROC,0.9076587263927114,0.9086457245895416,-0.0009500110720951545,-0.0038038973774950913,0.0017335737559710518,0.522,-0.0033096074151403145,0.0013166302869255292,True
alt,Linear SVM (panel),LR (panel),within_AUROC,0.872016588110472,0.8729689693220991,-0.0008631987836603595,-0.005006915526928696,0.0031053328246097964,0.67,-0.004216858345257995,0.0023859123361793457,True
alt,Linear SVM (panel),LR (panel),AUPRC,0.7681871065813765,0.7726765962639995,-0.00457298216718201,-0.013889977231281153,0.005055678813790244,0.314,-0.012646519272866868,0.00316382948797298,True
alt,Elastic net (whole transcriptome),LR (whole transcriptome),AUROC,0.9283572174243143,0.9498782069532757,-0.02151058175951409,-0.0317251905982095,-0.011757853278921874,0.0,-0.030026098510012374,-0.013458606181392576,False
alt,Elastic net (whole transcriptome),LR (whole transcriptome),within_AUROC,0.9060744402305901,0.9263128334721006,-0.02022796667299621,-0.034084889781734726,-0.007469426065328538,0.006,-0.0313729029494249,-0.009320614722646317,False
alt,Elastic net (whole transcriptome),LR (whole transcriptome),AUPRC,0.7717773057287937,0.854912343958347,-0.08357247291730546,-0.11726993868253155,-0.04909014824338818,0.0,-0.1122227506442887,-0.054987055333311885,False
alt,Linear SVM (whole transcriptome),LR (whole transcriptome),AUROC,0.9439119293916675,0.9498782069532757,-0.006048533738255669,-0.011966562272626565,-0.0006466103571541028,0.034,-0.010979722248584284,-0.0012887918762456113,True
alt,Linear SVM (whole transcriptome),LR (whole transcriptome),within_AUROC,0.9201272623013512,0.9263128334721006,-0.0064392587580844,-0.015956175969449395,0.002432601186306002,0.17,-0.014771365292343925,0.0011723985761114934,True
alt,Linear SVM (whole transcriptome),LR (whole transcriptome),AUPRC,0.8445952854607827,0.854912343958347,-0.01042969167643206,-0.022971206045123982,0.0024017550439155142,0.114,-0.020577225460802668,0.00042684597445455196,False
alt,LR (panel) + glioma subtype,Cancer + glioma subtype only,AUROC,0.9209958558729556,0.8884881844927399,0.03237456265224131,0.016497263610768385,0.04834717345227922,0.0,0.01899591914207081,0.045631425769510625,False
alt,LR (panel) + glioma subtype,Cancer + glioma subtype only,within_AUROC,0.8745165445759812,0.7505323365530899,0.1236933814115652,0.08631392658870882,0.161570504162484,0.0,0.09134055236968677,0.1557000548673277,False
alt,LR (panel) + glioma subtype,Cancer + glioma subtype only,AUPRC,0.777970398526159,0.6907675403100634,0.08502449006109786,0.03105410269788079,0.13846118154082937,0.004,0.03974960682738473,0.12867209546667585,False
alt,"LR (signature, K=60)",Cancer + glioma subtype only,AUROC,0.936604346588213,0.8884881844927399,0.04795812533611718,0.028657192116668263,0.06816226946316156,0.0,0.03289044952706343,0.06429470753851507,False
alt,"LR (signature, K=60)",Cancer + glioma subtype only,within_AUROC,0.9108555649665356,0.7505323365530899,0.15983954789458232,0.12460148976956756,0.19664893523048801,0.0,0.1293376275289596,0.19160717105749614,False
alt,"LR (signature, K=60)",Cancer + glioma subtype only,AUPRC,0.7824604541417295,0.6907675403100634,0.0913603997739493,0.025688963435882613,0.15443647325104928,0.006,0.03944296560152041,0.14631699816856544,False
